"","id","country","c3","c2","year","gini_reported","palma","ratio_top20bottom20","bottom40","q1","q2","q3","q4","q5","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","bottom5","top5","resource","resource_detailed","scale","scale_detailed","sharing_unit","reference_unit","areacovr","areacovr_detailed","popcovr","popcovr_detailed","region_un","region_un_sub","region_wb","eu","oecd","incomegroup","mean","median","currency","reference_period","exchangerate","mean_usd","median_usd","gdp_ppp_pc_usd2011","population","revision","quality","quality_score","source","source_detailed","source_comments","survey","link","region_label"
"5264",5264,"India","IND","IN",1997,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,3,301,1,101,4,403,6,0,0,3,1195.2,NA,"Indian rupee 1974",2,0.0275381303853826,NA,NA,2392,997405318,"",2,11,8,"Datt 1999","","National Sample Survey Round 53 (urban prices)","","Asia"
"5265",5265,"India","IND","IN",1999,31.7,1.52,5.78,19.04,7.66,11.38,15.24,21.45,44.27,3.24,4.42,5.27,6.12,7.05,8.19,9.67,11.78,15.4,28.87,NA,NA,4,401,1,101,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"",NA,0.0232258750803277,NA,NA,2666,1034539214,"",2,13,7,"Deininger and Squire, World Bank 2004","World Bank. Compilation","National Sample Survey round 55","","Asia"
"5266",5266,"India","IND","IN",1999,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,3,301,1,101,4,403,6,0,0,3,NA,NA,"",NA,0.0232258750803277,NA,NA,2666,1034539214,"",2,11,8,"Sen and Himanshu 2004","","National Sample Survey Round 56","","Asia"
"5267",5267,"India","IND","IN",1999,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,2,201,1,101,4,403,6,0,0,3,NA,NA,"",NA,0.0232258750803277,NA,NA,2666,1034539214,"",2,11,8,"Sen and Himanshu 2004","National Sample Survey Round 55","","","Asia"
"5268",5268,"India","IND","IN",2005,50.5,3.28,14.19,11.89,3.91,7.98,12.36,20.28,55.47,1.28,2.63,3.52,4.46,5.5,6.86,8.74,11.54,16.5,38.96,0.38,26.75,1,101,1,101,1,1,1,101,1,101,4,403,6,0,0,3,9892,6040,"Indian rupee",1,NA,NA,NA,3476,1126135777,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","India Human Development Survey (IHDS)","","Asia"
"5269",5269,"India","IND","IN",2005,49.1,3.02,13.17,12.36,4.11,8.25,12.71,20.82,54.11,1.35,2.76,3.66,4.59,5.66,7.05,8.93,11.89,16.83,37.28,0.4,25.09,1,101,2,207,1,1,1,101,1,101,4,403,6,0,0,3,23174,14623,"Indian rupee",1,NA,NA,NA,3476,1126135777,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","India Human Development Survey (IHDS)","","Asia"
"5270",5270,"India","IND","IN",2005,38,1.68,6.43,18.13,7.1,11.03,14.99,21.2,45.67,2.93,4.18,5.07,5.96,6.92,8.07,9.56,11.64,15.26,30.41,1.22,19.9,4,401,1,101,1,1,1,101,1,101,4,403,6,0,0,3,9491,7066,"Indian rupee",1,NA,NA,NA,3476,1126135777,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","India Human Development Survey (IHDS)","","Asia"
"5271",5271,"India","IND","IN",2005,36,1.51,5.9,19.02,7.46,11.56,15.43,21.57,43.98,3.06,4.4,5.34,6.22,7.14,8.29,9.74,11.83,15.29,28.69,1.28,18.43,4,401,2,207,1,1,1,101,1,101,4,403,6,0,0,3,22269,17078,"Indian rupee",1,NA,NA,NA,3476,1126135777,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","India Human Development Survey (IHDS)","","Asia"
"5272",5272,"India","IND","IN",2005,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,207,1,1,1,101,1,101,4,403,6,0,0,3,24685,16011,"Local currency units, at current prices",1,44.099975,NA,NA,3476,1126135777,"New 2018",1,11,6,"OECD 2018","OECD StatExtract. New income definition since 2012","","","Asia"
"5273",5273,"India","IND","IN",2005,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,301,2,207,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"Local currency units, at current prices",1,44.099975,NA,NA,3476,1126135777,"New 2018",1,11,6,"OECD 2018","OECD StatExtract. New income definition since 2012","","","Asia"
"5274",5274,"India","IND","IN",2005,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,505,2,207,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"Local currency units, at current prices",1,44.099975,NA,NA,3476,1126135777,"New 2018",1,9,6,"OECD 2018","OECD StatExtract. New income definition since 2012","","","Asia"
"5275",5275,"India","IND","IN",2005,34.4,1.42,5.12,20.48,8.49,11.99,15.41,20.63,43.48,3.66,4.83,5.61,6.39,7.22,8.19,9.42,11.21,14.33,29.15,NA,NA,4,401,1,101,1,1,1,101,1,101,4,403,6,0,0,3,1044.03,NA,"US$2011PPP",1,NA,NA,NA,3411,1147609856,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Asia"
"5276",5276,"India","IND","IN",2005,30.45,1.18,4.28,22.43,9.4,13.03,16.35,21,40.22,4.08,5.32,6.12,6.91,7.72,8.64,9.74,11.26,13.81,26.41,NA,NA,4,401,1,101,1,1,2,201,1,101,4,403,6,0,0,3,914.6,745.94,"US$2011PPP",1,NA,NA,NA,3411,1147609856,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Asia"
"5277",5277,"India","IND","IN",2005,37.64,1.65,6.24,18.27,7.27,11,15.1,21.29,45.34,3.07,4.19,5.06,5.94,6.95,8.15,9.64,11.65,15.13,30.21,NA,NA,4,401,1,101,1,1,3,301,1,101,4,403,6,0,0,3,1359.81,1023.72,"US$2011PPP",1,NA,NA,NA,3411,1147609856,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Asia"
"5278",5278,"India","IND","IN",2005,35,1.44,5.16,20.3,8.5,11.8,NA,NA,43.9,NA,NA,NA,NA,NA,NA,NA,NA,14.7,29.2,NA,NA,4,401,1,101,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"",NA,NA,NA,NA,3411,1147609856,"New 2019",1,11,8,"Himanshu 2019","","India Human Development Survey (IHDS)","https://www.wider.unu.edu/sites/default/files/Publications/Working-paper/PDF/wp-2019-42.pdf","Asia"
"5279",5279,"India","IND","IN",2005,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,2,201,1,101,4,403,6,0,0,3,NA,NA,"",NA,NA,NA,NA,3411,1147609856,"New 2019",1,11,8,"Himanshu 2019","","India Human Development Survey (IHDS)","https://www.wider.unu.edu/sites/default/files/Publications/Working-paper/PDF/wp-2019-42.pdf","Asia"
"5280",5280,"India","IND","IN",2005,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,3,301,1,101,4,403,6,0,0,3,NA,NA,"",NA,NA,NA,NA,3411,1147609856,"New 2019",1,11,8,"Himanshu 2019","","India Human Development Survey (IHDS)","https://www.wider.unu.edu/sites/default/files/Publications/Working-paper/PDF/wp-2019-42.pdf","Asia"
"5281",5281,"India","IND","IN",2005,48,4.1,19.33,10,3,7,11,19,58,1,2,3,4,5,6,8,11,17,41,NA,NA,2,201,1,101,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"",NA,0.0226757498161847,NA,NA,3421,1144118674,"New 2013",1,11,8,"Vanneman and Dubey","","India Human Development Survey (IHDS), 2005","","Asia"
"5282",5282,"India","IND","IN",2010,36.8,1.37,5.23,20.11,8.12,11.99,15.88,21.54,42.46,3.46,4.66,5.55,6.44,7.39,8.48,9.85,11.69,14.88,27.58,NA,NA,4,401,3,301,1,2,1,101,1,101,4,403,6,0,0,3,NA,NA,"",NA,0.0218694858245307,NA,NA,4463,1230980691,"New 2013",1,12,5,"India National Sample Survey Organization","NSSO Report 538. Monthly per Capita Expenditure-Modified Mixed Recall period","","","Asia"
"5283",5283,"India","IND","IN",2010,27.6,1.02,3.83,23.5,9.9,13.6,17.1,21.7,37.9,4.3,5.6,6.4,7.2,8.1,9,10.1,11.6,14,23.9,NA,NA,4,401,3,301,1,2,2,201,1,101,4,403,6,0,0,3,12643.2,NA,"Indian rupee",2,0.0218694858245307,NA,NA,4463,1230980691,"New 2013",1,12,5,"India National Sample Survey Organization","NSSO Report 538. Monthly per Capita Expenditure-Modified Mixed Recall period","","","Asia"
"5284",5284,"India","IND","IN",2010,37.1,1.62,6.25,18.3,7.2,11.1,15.3,21.4,45,3,4.2,5.1,6,7.1,8.2,9.7,11.7,15.4,29.6,NA,NA,4,401,3,301,1,2,3,301,1,101,4,403,6,0,0,3,23815.2,NA,"Indian rupee",2,0.0218694858245307,NA,NA,4463,1230980691,"New 2013",1,12,5,"India National Sample Survey Organization","NSSO Report 538. Monthly per Capita Expenditure-Modified Mixed Recall period","","","Asia"
"5285",5285,"India","IND","IN",2010,35.38,1.49,5.35,20.1,8.27,11.83,15.19,20.49,44.24,3.55,4.72,5.54,6.29,7.12,8.07,9.34,11.15,14.28,29.96,NA,NA,4,401,1,101,1,1,1,101,1,101,4,403,6,0,0,3,1157.72,NA,"US$2011PPP",1,NA,NA,NA,4451,1234281088,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Asia"
"5286",5286,"India","IND","IN",2010,29.95,1.14,4.22,22.61,9.41,13.2,16.52,21.16,39.7,4.06,5.34,6.21,7,7.8,8.71,9.81,11.35,13.89,25.81,NA,NA,4,401,1,101,1,1,2,201,1,101,4,403,6,0,0,3,980.33,808.4,"US$2011PPP",1,NA,NA,NA,4451,1234281088,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Asia"
"5287",5287,"India","IND","IN",2010,39.35,1.81,6.72,17.59,6.96,10.63,14.71,20.94,46.76,2.92,4.05,4.87,5.76,6.76,7.95,9.45,11.49,15.01,31.75,NA,NA,4,401,1,101,1,1,3,301,1,101,4,403,6,0,0,3,1557.02,1139.7,"US$2011PPP",1,NA,NA,NA,4451,1234281088,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Asia"
"5288",5288,"India","IND","IN",2010,36,1.51,5.46,19.9,8.2,11.7,NA,NA,44.8,NA,NA,NA,NA,NA,NA,NA,NA,14.7,30.1,NA,NA,4,401,1,101,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"",NA,NA,NA,NA,4451,1234281088,"New 2019",1,11,8,"Himanshu 2019","","India Human Development Survey (IHDS)","https://www.wider.unu.edu/sites/default/files/Publications/Working-paper/PDF/wp-2019-42.pdf","Asia"
"5289",5289,"India","IND","IN",2010,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,2,201,1,101,4,403,6,0,0,3,NA,NA,"",NA,NA,NA,NA,4451,1234281088,"New 2019",1,11,8,"Himanshu 2019","","India Human Development Survey (IHDS)","https://www.wider.unu.edu/sites/default/files/Publications/Working-paper/PDF/wp-2019-42.pdf","Asia"
"5290",5290,"India","IND","IN",2010,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,3,301,1,101,4,403,6,0,0,3,NA,NA,"",NA,NA,NA,NA,4451,1234281088,"New 2019",1,11,8,"Himanshu 2019","","India Human Development Survey (IHDS)","https://www.wider.unu.edu/sites/default/files/Publications/Working-paper/PDF/wp-2019-42.pdf","Asia"
"5291",5291,"India","IND","IN",2012,51.5,3.46,15.13,11.57,3.73,7.85,12.19,19.85,56.38,1.19,2.53,3.46,4.39,5.46,6.74,8.55,11.29,16.32,40.06,0.35,27.72,1,101,1,101,1,1,1,101,1,101,4,403,6,0,0,3,25358,15296,"Indian rupee",1,NA,NA,NA,4828,1263065852,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","India Human Development Survey (IHDS)","","Asia"
"5292",5292,"India","IND","IN",2012,50.3,3.23,14.25,12,3.88,8.12,12.53,20.16,55.31,1.24,2.64,3.58,4.54,5.62,6.92,8.69,11.47,16.5,38.81,0.36,26.6,1,101,2,207,1,1,1,101,1,101,4,403,6,0,0,3,57080,35363,"Indian rupee",1,NA,NA,NA,4828,1263065852,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","India Human Development Survey (IHDS)","","Asia"
"5293",5293,"India","IND","IN",2012,38.4,1.71,6.53,17.93,7.04,10.89,14.86,21.23,45.98,2.91,4.13,5.01,5.87,6.85,8.02,9.56,11.67,15.29,30.68,1.24,20.19,4,401,1,101,1,1,1,101,1,101,4,403,6,0,0,3,23292,17211,"Indian rupee",1,NA,NA,NA,4828,1263065852,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","India Human Development Survey (IHDS)","","Asia"
"5294",5294,"India","IND","IN",2012,36.2,1.54,5.9,18.96,7.5,11.46,15.39,21.4,44.26,3.11,4.39,5.29,6.17,7.14,8.25,9.7,11.7,15.13,29.12,1.32,18.95,4,401,2,207,1,1,1,101,1,101,4,403,6,0,0,3,52165,40000,"Indian rupee",1,NA,NA,NA,4828,1263065852,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","India Human Development Survey (IHDS)","","Asia"
"5295",5295,"India","IND","IN",2012,28.7,1.23,4.5,21.92,9.09,12.83,16.15,21.01,40.92,3.93,5.16,6.02,6.82,7.6,8.54,9.71,11.3,13.92,27,NA,NA,4,401,1,101,1,1,2,201,1,101,4,403,6,0,0,3,NA,15379.2,"Indian rupee",2,0.0187135436777228,NA,NA,4828,1263065852,"New 2013",1,13,5,"India National Sample Survey Organization","NSSO 68th round. Gini was calculated in another NSSO 68th report","","","Asia"
"5296",5296,"India","IND","IN",2012,37.7,1.79,6.69,17.77,6.99,10.78,14.74,20.76,46.73,2.92,4.07,4.95,5.82,6.79,7.95,9.36,11.4,14.87,31.86,NA,NA,4,401,1,101,1,1,3,301,1,101,4,403,6,0,0,3,NA,28819.2,"Indian rupee",2,0.0187135436777228,NA,NA,4828,1263065852,"New 2013",1,13,5,"India National Sample Survey Organization","NSSO 68th round. Gini was calculated in another NSSO 68th report","","","Asia"
"5297",5297,"India","IND","IN",2012,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,301,2,207,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"Local currency units, at current prices",1,53.4372333333333,NA,NA,4889,1247236029,"New 2018",1,11,6,"OECD 2018","OECD StatExtract. New income definition since 2012","","","Asia"
"5298",5298,"India","IND","IN",2012,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,505,2,207,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"Local currency units, at current prices",1,53.4372333333333,NA,NA,4889,1247236029,"New 2018",1,9,6,"OECD 2018","OECD StatExtract. New income definition since 2012","","","Asia"
"5299",5299,"India","IND","IN",2012,49.5,3.09,13.41,12.33,4.07,NA,NA,NA,54.59,1.38,NA,NA,NA,NA,NA,NA,NA,NA,38.14,NA,NA,1,101,2,207,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"",NA,NA,NA,NA,4817,1265780224,"New 2019",1,12,6,"OECD 2019","","","http://www.oecd.org/social/income-distribution-database.htm","Asia"
"5300",5300,"India","IND","IN",2012,35.71,1.52,5.46,19.85,8.13,11.72,15.19,20.53,44.42,3.49,4.64,5.47,6.24,7.1,8.1,9.36,11.17,14.28,30.14,NA,NA,4,401,1,101,1,1,1,101,1,101,4,403,6,0,0,3,1341.92,NA,"US$2011PPP",1,NA,NA,NA,4817,1265780224,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Asia"
"5301",5301,"India","IND","IN",2012,31.13,1.21,4.44,22.04,9.14,12.9,16.24,21.11,40.61,3.95,5.19,6.05,6.85,7.64,8.6,9.76,11.35,13.96,26.65,NA,NA,4,401,1,101,1,1,2,201,1,101,4,403,6,0,0,3,1150.08,931.16,"US$2011PPP",1,NA,NA,NA,4817,1265780224,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Asia"
"5302",5302,"India","IND","IN",2012,39.01,1.79,6.65,17.83,7.02,10.81,14.75,20.74,46.68,2.95,4.08,4.97,5.84,6.8,7.95,9.36,11.38,14.85,31.83,NA,NA,4,401,1,101,1,1,3,301,1,101,4,403,6,0,0,3,1759.95,1289.57,"US$2011PPP",1,NA,NA,NA,4817,1265780224,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Asia"
"5303",5303,"India","IND","IN",2012,37,1.53,5.52,19.6,8.1,11.5,NA,NA,44.7,NA,NA,NA,NA,NA,NA,NA,NA,14.8,29.9,NA,NA,4,401,1,101,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"",NA,NA,NA,NA,4817,1265780224,"New 2019",1,11,8,"Himanshu 2019","","India Human Development Survey (IHDS)","https://www.wider.unu.edu/sites/default/files/Publications/Working-paper/PDF/wp-2019-42.pdf","Asia"
"5304",5304,"India","IND","IN",2012,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,2,201,1,101,4,403,6,0,0,3,NA,NA,"",NA,NA,NA,NA,4817,1265780224,"New 2019",1,11,8,"Himanshu 2019","","India Human Development Survey (IHDS)","https://www.wider.unu.edu/sites/default/files/Publications/Working-paper/PDF/wp-2019-42.pdf","Asia"
"5305",5305,"India","IND","IN",2012,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,3,301,1,101,4,403,6,0,0,3,NA,NA,"",NA,NA,NA,NA,4817,1265780224,"New 2019",1,11,8,"Himanshu 2019","","India Human Development Survey (IHDS)","https://www.wider.unu.edu/sites/default/files/Publications/Working-paper/PDF/wp-2019-42.pdf","Asia"
"5306",5306,"India","IND","IN",2012,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,1,101,1,101,4,403,6,0,0,3,NA,NA,"",NA,0.0187135436777228,NA,NA,4828,1263065852,"New 2017",1,11,8,"Sudipto Mundle","NSSO 68th round. Mixed Recall Period Calculation Method","","","Asia"
"5307",5307,"Indonesia","IDN","ID",1964,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,1,108,1,101,4,405,7,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,97638029,"",3,10,8,"Fields 1989","","National Socio-Economic Survey","","Asia"
"5308",5308,"Indonesia","IDN","ID",1964,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,NA,NA,NA,2,1,108,1,101,4,405,7,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,97638029,"",3,7,8,"Mizoguchi 1985","","National Socio-Economic Survey","","Asia"
"5309",5309,"Indonesia","IDN","ID",1967,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,4,403,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00668523676880224,NA,NA,NA,105907403,"",3,10,8,"Fields 1989","","National Socio-Economic Survey","","Asia"
"5310",5310,"Indonesia","IDN","ID",1970,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,1,107,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00275608635737253,NA,NA,NA,114834780,"",3,10,8,"Fields 1989","","National Socio-Economic Survey","","Asia"
"5311",5311,"Indonesia","IDN","ID",1970,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,NA,NA,NA,1,1,107,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00275608635737253,NA,NA,NA,114834780,"",3,7,8,"Mizoguchi 1985","","National Socio-Economic Survey","","Asia"
"5312",5312,"Indonesia","IDN","ID",1971,46.3,2.35,7.65,17.3,6.8,10.5,13.4,17.3,52,2.7,4.1,4.9,5.6,6.3,7.1,8,9.3,11.3,40.7,NA,33.7,2,201,3,301,4,1,1,101,2,205,4,405,7,0,0,3,94000,NA,"Indonesian rupiah",1,0.0025518341307815,NA,NA,NA,117921998,"",3,9,7,"Jain 1975","","Labour Force Survey","","Asia"
"5313",5313,"Indonesia","IDN","ID",1976,34.6,NA,5.31,19.56,8,11.56,16.01,21.95,42.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,1,101,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00240963855422267,NA,NA,NA,134010690,"",3,12,5,"Central Bureau of Statistics of Indonesia","Statistical Yearbook","","","Asia"
"5314",5314,"Indonesia","IDN","ID",1976,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,NA,NA,NA,2,2,201,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00240963855422267,NA,NA,NA,134010690,"",3,8,5,"Central Bureau of Statistics of Indonesia","Statistical Yearbook","","","Asia"
"5315",5315,"Indonesia","IDN","ID",1976,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,NA,NA,NA,2,3,301,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00240963855422267,NA,NA,NA,134010690,"",3,8,5,"Central Bureau of Statistics of Indonesia","Statistical Yearbook","","","Asia"
"5316",5316,"Indonesia","IDN","ID",1976,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,1,107,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00240963855422267,NA,NA,NA,134010690,"",3,10,8,"Fields 1989","","National Socio-Economic Survey","","Asia"
"5317",5317,"Indonesia","IDN","ID",1976,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,201,3,301,4,1,1,107,2,202,4,405,7,0,0,3,NA,NA,"",NA,0.00240963855422267,NA,NA,NA,134010690,"",3,6,8,"Rao 1989","","Labour Force Survey","","Asia"
"5318",5318,"Indonesia","IDN","ID",1976,42.7,NA,7.48,14.4,6.6,7.8,12.6,23.6,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,301,3,301,1,2,1,101,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00240963855422267,NA,NA,NA,134010690,"",3,11,9,"Dowling and Soo 1983","Asian Development Bank. Compilation","","","Asia"
"5319",5319,"Indonesia","IDN","ID",1977,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,201,3,301,4,1,1,104,2,202,4,405,7,0,0,3,NA,NA,"",NA,0.00240963855422267,NA,NA,NA,137322118,"",3,6,8,"Rao 1989","","Labour Force Survey","","Asia"
"5320",5320,"Indonesia","IDN","ID",1978,38.6,NA,5.65,18.13,8.03,10.1,14.76,21.77,45.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,1,101,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00226221099076742,NA,NA,NA,140665856,"",3,12,5,"Central Bureau of Statistics of Indonesia","Statistical Yearbook","","","Asia"
"5321",5321,"Indonesia","IDN","ID",1978,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,NA,NA,NA,2,2,201,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00226221099076742,NA,NA,NA,140665856,"",3,8,5,"Central Bureau of Statistics of Indonesia","Statistical Yearbook","","","Asia"
"5322",5322,"Indonesia","IDN","ID",1978,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,NA,NA,NA,2,3,301,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00226221099076742,NA,NA,NA,140665856,"",3,8,5,"Central Bureau of Statistics of Indonesia","Statistical Yearbook","","","Asia"
"5323",5323,"Indonesia","IDN","ID",1978,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,1,104,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00226221099076742,NA,NA,NA,140665856,"",3,10,8,"Fields 1989","","National Socio-Economic Survey","","Asia"
"5324",5324,"Indonesia","IDN","ID",1980,35.6,NA,5.8,19.55,7.29,12.26,15.95,22.23,42.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,1,101,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00159491159405395,NA,NA,NA,147490365,"",3,12,5,"Central Bureau of Statistics of Indonesia","Statistical Yearbook","","","Asia"
"5325",5325,"Indonesia","IDN","ID",1980,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,NA,NA,NA,2,2,201,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00159491159405395,NA,NA,NA,147490365,"",3,8,5,"Central Bureau of Statistics of Indonesia","Statistical Yearbook","","","Asia"
"5326",5326,"Indonesia","IDN","ID",1980,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,NA,NA,NA,2,3,301,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00159491159405395,NA,NA,NA,147490365,"",3,8,5,"Central Bureau of Statistics of Indonesia","Statistical Yearbook","","","Asia"
"5327",5327,"Indonesia","IDN","ID",1980,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,401,1,101,1,1,1,104,1,101,4,405,7,0,0,3,NA,NA,"",NA,0.00159491159405395,NA,NA,NA,147490365,"",3,10,8,"Fields 1989","","National Socio-Economic Survey","","Asia"
